route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
R6,DAILY,R6_D1_034,Kalapatti,1,R6_B03,R6_D1
R6,DAILY,R6_D0_036,R.S. Puram West,0,R6_B01,R6_D0
R6,DAILY,R6_D1_035,Kalapatti,1,R6_B04,R6_D1
R6,DAILY,R6_D0_037,R.S. Puram West,0,R6_B03,R6_D0
R6,DAILY,R6_D1_036,Kalapatti,1,R6_B02,R6_D1
R6,DAILY,R6_D0_038,R.S. Puram West,0,R6_B04,R6_D0
R6,DAILY,R6_D1_037,Kalapatti,1,R6_B01,R6_D1
R6,DAILY,R6_D0_039,R.S. Puram West,0,R6_B02,R6_D0
R6,DAILY,R6_D1_038,Kalapatti,1,R6_B03,R6_D1
R6,DAILY,R6_D0_040,R.S. Puram West,0,R6_B01,R6_D0
R6,DAILY,R6_D1_039,Kalapatti,1,R6_B04,R6_D1
R6,DAILY,R6_D0_041,R.S. Puram West,0,R6_B03,R6_D0
R6,DAILY,R6_D1_040,Kalapatti,1,R6_B02,R6_D1
R6,DAILY,R6_D0_042,R.S. Puram West,0,R6_B04,R6_D0
R6,DAILY,R6_D1_041,Kalapatti,1,R6_B01,R6_D1
R6,DAILY,R6_D0_043,R.S. Puram West,0,R6_B02,R6_D0
R6,DAILY,R6_D1_042,Kalapatti,1,R6_B03,R6_D1
R6,DAILY,R6_D0_044,R.S. Puram West,0,R6_B01,R6_D0
R6,DAILY,R6_D1_043,Kalapatti,1,R6_B04,R6_D1
R6,DAILY,R6_D0_045,R.S. Puram West,0,R6_B03,R6_D0
R6,DAILY,R6_D1_044,Kalapatti,1,R6_B02,R6_D1
R6,DAILY,R6_D0_046,R.S. Puram West,0,R6_B04,R6_D0
R6,DAILY,R6_D1_045,Kalapatti,1,R6_B01,R6_D1
R6,DAILY,R6_D0_047,R.S. Puram West,0,R6_B02,R6_D0
R6,DAILY,R6_D1_046,Kalapatti,1,R6_B03,R6_D1
R7,DAILY,R7_D0_001,Gandhipuram Bus Stand,0,R7_B01,R7_D0
R7,DAILY,R7_D1_001,Sulur Bus Stop,1,R7_B02,R7_D1
R7,DAILY,R7_D0_002,Gandhipuram Bus Stand,0,R7_B03,R7_D0
R7,DAILY,R7_D1_002,Sulur Bus Stop,1,R7_B01,R7_D1
R7,DAILY,R7_D0_003,Gandhipuram Bus Stand,0,R7_B02,R7_D0
R7,DAILY,R7_D1_003,Sulur Bus Stop,1,R7_B03,R7_D1
R7,DAILY,R7_D0_004,Gandhipuram Bus Stand,0,R7_B01,R7_D0
R7,DAILY,R7_D1_004,Sulur Bus Stop,1,R7_B04,R7_D1
R7,DAILY,R7_D0_005,Gandhipuram Bus Stand,0,R7_B05,R7_D0
R7,DAILY,R7_D1_005,Sulur Bus Stop,1,R7_B02,R7_D1
R7,DAILY,R7_D0_006,Gandhipuram Bus Stand,0,R7_B03,R7_D0
R7,DAILY,R7_D1_006,Sulur Bus Stop,1,R7_B06,R7_D1
R7,DAILY,R7_D0_007,Gandhipuram Bus Stand,0,R7_B04,R7_D0
R7,DAILY,R7_D1_007,Sulur Bus Stop,1,R7_B01,R7_D1
R7,DAILY,R7_D0_008,Gandhipuram Bus Stand,0,R7_B02,R7_D0
R7,DAILY,R7_D1_008,Sulur Bus Stop,1,R7_B05,R7_D1
R7,DAILY,R7_D0_009,Gandhipuram Bus Stand,0,R7_B06,R7_D0
R7,DAILY,R7_D1_009,Sulur Bus Stop,1,R7_B03,R7_D1
R7,DAILY,R7_D0_010,Gandhipuram Bus Stand,0,R7_B01,R7_D0
R7,DAILY,R7_D1_010,Sulur Bus Stop,1,R7_B04,R7_D1
R7,DAILY,R7_D0_011,Gandhipuram Bus Stand,0,R7_B05,R7_D0
R7,DAILY,R7_D1_011,Sulur Bus Stop,1,R7_B02,R7_D1
R7,DAILY,R7_D0_012,Gandhipuram Bus Stand,0,R7_B03,R7_D0
R7,DAILY,R7_D1_012,Sulur Bus Stop,1,R7_B06,R7_D1
R7,DAILY,R7_D0_013,Gandhipuram Bus Stand,0,R7_B04,R7_D0
R7,DAILY,R7_D1_013,Sulur Bus Stop,1,R7_B01,R7_D1
R7,DAILY,R7_D0_014,Gandhipuram Bus Stand,0,R7_B02,R7_D0
R7,DAILY,R7_D1_014,Sulur Bus Stop,1,R7_B05,R7_D1
R7,DAILY,R7_D0_015,Gandhipuram Bus Stand,0,R7_B06,R7_D0
R7,DAILY,R7_D1_015,Sulur Bus Stop,1,R7_B03,R7_D1
R7,DAILY,R7_D0_016,Gandhipuram Bus Stand,0,R7_B01,R7_D0
R7,DAILY,R7_D1_016,Sulur Bus Stop,1,R7_B04,R7_D1
R7,DAILY,R7_D0_017,Gandhipuram Bus Stand,0,R7_B05,R7_D0
R7,DAILY,R7_D1_017,Sulur Bus Stop,1,R7_B02,R7_D1
R7,DAILY,R7_D0_018,Gandhipuram Bus Stand,0,R7_B03,R7_D0
R7,DAILY,R7_D1_018,Sulur Bus Stop,1,R7_B06,R7_D1
R7,DAILY,R7_D0_019,Gandhipuram Bus Stand,0,R7_B04,R7_D0
R7,DAILY,R7_D1_019,Sulur Bus Stop,1,R7_B01,R7_D1
R7,DAILY,R7_D0_020,Gandhipuram Bus Stand,0,R7_B02,R7_D0
R7,DAILY,R7_D1_020,Sulur Bus Stop,1,R7_B05,R7_D1
R7,DAILY,R7_D0_021,Gandhipuram Bus Stand,0,R7_B06,R7_D0
R7,DAILY,R7_D1_021,Sulur Bus Stop,1,R7_B03,R7_D1
R7,DAILY,R7_D0_022,Gandhipuram Bus Stand,0,R7_B01,R7_D0
R7,DAILY,R7_D1_022,Sulur Bus Stop,1,R7_B04,R7_D1
R7,DAILY,R7_D0_023,Gandhipuram Bus Stand,0,R7_B05,R7_D0
R7,DAILY,R7_D1_023,Sulur Bus Stop,1,R7_B02,R7_D1
R7,DAILY,R7_D0_024,Gandhipuram Bus Stand,0,R7_B03,R7_D0
R7,DAILY,R7_D1_024,Sulur Bus Stop,1,R7_B06,R7_D1
R7,DAILY,R7_D0_025,Gandhipuram Bus Stand,0,R7_B04,R7_D0
R7,DAILY,R7_D1_025,Sulur Bus Stop,1,R7_B01,R7_D1
R7,DAILY,R7_D0_026,Gandhipuram Bus Stand,0,R7_B02,R7_D0
R7,DAILY,R7_D1_026,Sulur Bus Stop,1,R7_B05,R7_D1
R7,DAILY,R7_D0_027,Gandhipuram Bus Stand,0,R7_B06,R7_D0
R7,DAILY,R7_D1_027,Sulur Bus Stop,1,R7_B03,R7_D1
R7,DAILY,R7_D0_028,Gandhipuram Bus Stand,0,R7_B01,R7_D0
R7,DAILY,R7_D1_028,Sulur Bus Stop,1,R7_B04,R7_D1
R7,DAILY,R7_D0_029,Gandhipuram Bus Stand,0,R7_B05,R7_D0
R7,DAILY,R7_D1_029,Sulur Bus Stop,1,R7_B02,R7_D1
R7,DAILY,R7_D0_030,Gandhipuram Bus Stand,0,R7_B03,R7_D0
R7,DAILY,R7_D1_030,Sulur Bus Stop,1,R7_B06,R7_D1
R7,DAILY,R7_D0_031,Gandhipuram Bus Stand,0,R7_B04,R7_D0
R7,DAILY,R7_D1_031,Sulur Bus Stop,1,R7_B01,R7_D1
R7,DAILY,R7_D0_032,Gandhipuram Bus Stand,0,R7_B02,R7_D0
R7,DAILY,R7_D1_032,Sulur Bus Stop,1,R7_B05,R7_D1
R7,DAILY,R7_D0_033,Gandhipuram Bus Stand,0,R7_B06,R7_D0
R7,DAILY,R7_D1_033,Sulur Bus Stop,1,R7_B03,R7_D1
R7,DAILY,R7_D0_034,Gandhipuram Bus Stand,0,R7_B01,R7_D0
R7,DAILY,R7_D1_034,Sulur Bus Stop,1,R7_B04,R7_D1
R8,DAILY,R8_D0_001,Gandhipuram Bus Stand,0,R8_B01,R8_D0
R8,DAILY,R8_D1_001,Mettupalayam Road,1,R8_B02,R8_D1
R8,DAILY,R8_D0_002,Gandhipuram Bus Stand,0,R8_B03,R8_D0
R8,DAILY,R8_D1_002,Mettupalayam Road,1,R8_B01,R8_D1
R8,DAILY,R8_D0_003,Gandhipuram Bus Stand,0,R8_B02,R8_D0
R8,DAILY,R8_D1_003,Mettupalayam Road,1,R8_B03,R8_D1
R8,DAILY,R8_D0_004,Gandhipuram Bus Stand,0,R8_B01,R8_D0
R8,DAILY,R8_D1_004,Mettupalayam Road,1,R8_B02,R8_D1
R8,DAILY,R8_D0_005,Gandhipuram Bus Stand,0,R8_B03,R8_D0
R8,DAILY,R8_D1_005,Mettupalayam Road,1,R8_B01,R8_D1
R8,DAILY,R8_D0_006,Gandhipuram Bus Stand,0,R8_B02,R8_D0
R8,DAILY,R8_D1_006,Mettupalayam Road,1,R8_B03,R8_D1
R8,DAILY,R8_D0_007,Gandhipuram Bus Stand,0,R8_B01,R8_D0
R8,DAILY,R8_D1_007,Mettupalayam Road,1,R8_B04,R8_D1
R8,DAILY,R8_D0_008,Gandhipuram Bus Stand,0,R8_B03,R8_D0
R8,DAILY,R8_D1_008,Mettupalayam Road,1,R8_B02,R8_D1
R8,DAILY,R8_D0_009,Gandhipuram Bus Stand,0,R8_B04,R8_D0
R8,DAILY,R8_D1_009,Mettupalayam Road,1,R8_B01,R8_D1
R8,DAILY,R8_D0_010,Gandhipuram Bus Stand,0,R8_B02,R8_D0
R8,DAILY,R8_D1_010,Mettupalayam Road,1,R8_B03,R8_D1
R8,DAILY,R8_D0_011,Gandhipuram Bus Stand,0,R8_B01,R8_D0
R8,DAILY,R8_D1_011,Mettupalayam Road,1,R8_B04,R8_D1
R8,DAILY,R8_D0_012,Gandhipuram Bus Stand,0,R8_B03,R8_D0
R8,DAILY,R8_D1_012,Mettupalayam Road,1,R8_B02,R8_D1
R8,DAILY,R8_D0_013,Gandhipuram Bus Stand,0,R8_B04,R8_D0
R8,DAILY,R8_D1_013,Mettupalayam Road,1,R8_B01,R8_D1
R8,DAILY,R8_D0_014,Gandhipuram Bus Stand,0,R8_B02,R8_D0
R8,DAILY,R8_D1_014,Mettupalayam Road,1,R8_B03,R8_D1
R8,DAILY,R8_D0_015,Gandhipuram Bus Stand,0,R8_B01,R8_D0
R8,DAILY,R8_D1_015,Mettupalayam Road,1,R8_B04,R8_D1
R8,DAILY,R8_D0_016,Gandhipuram Bus Stand,0,R8_B03,R8_D0
R8,DAILY,R8_D1_016,Mettupalayam Road,1,R8_B02,R8_D1
R8,DAILY,R8_D0_017,Gandhipuram Bus Stand,0,R8_B04,R8_D0
R8,DAILY,R8_D1_017,Mettupalayam Road,1,R8_B01,R8_D1
R8,DAILY,R8_D0_018,Gandhipuram Bus Stand,0,R8_B02,R8_D0
R8,DAILY,R8_D1_018,Mettupalayam Road,1,R8_B03,R8_D1
R8,DAILY,R8_D0_019,Gandhipuram Bus Stand,0,R8_B01,R8_D0
R8,DAILY,R8_D1_019,Mettupalayam Road,1,R8_B04,R8_D1
R8,DAILY,R8_D0_020,Gandhipuram Bus Stand,0,R8_B03,R8_D0
R8,DAILY,R8_D1_020,Mettupalayam Road,1,R8_B02,R8_D1
R8,DAILY,R8_D0_021,Gandhipuram Bus Stand,0,R8_B04,R8_D0
R8,DAILY,R8_D1_021,Mettupalayam Road,1,R8_B01,R8_D1
R8,DAILY,R8_D0_022,Gandhipuram Bus Stand,0,R8_B02,R8_D0
R8,DAILY,R8_D1_022,Mettupalayam Road,1,R8_B03,R8_D1
R8,DAILY,R8_D0_023,Gandhipuram Bus Stand,0,R8_B01,R8_D0
R8,DAILY,R8_D1_023,Mettupalayam Road,1,R8_B04,R8_D1
R8,DAILY,R8_D0_024,Gandhipuram Bus Stand,0,R8_B03,R8_D0
R8,DAILY,R8_D1_024,Mettupalayam Road,1,R8_B02,R8_D1
R8,DAILY,R8_D0_025,Gandhipuram Bus Stand,0,R8_B04,R8_D0
R8,DAILY,R8_D1_025,Mettupalayam Road,1,R8_B01,R8_D1
R8,DAILY,R8_D0_026,Gandhipuram Bus Stand,0,R8_B02,R8_D0
R8,DAILY,R8_D1_026,Mettupalayam Road,1,R8_B03,R8_D1
R8,DAILY,R8_D0_027,Gandhipuram Bus Stand,0,R8_B01,R8_D0
R8,DAILY,R8_D1_027,Mettupalayam Road,1,R8_B04,R8_D1
R8,DAILY,R8_D0_028,Gandhipuram Bus Stand,0,R8_B03,R8_D0
R8,DAILY,R8_D1_028,Mettupalayam Road,1,R8_B02,R8_D1
R8,DAILY,R8_D0_029,Gandhipuram Bus Stand,0,R8_B04,R8_D0
R8,DAILY,R8_D1_029,Mettupalayam Road,1,R8_B01,R8_D1
R8,DAILY,R8_D0_030,Gandhipuram Bus Stand,0,R8_B02,R8_D0
R8,DAILY,R8_D1_030,Mettupalayam Road,1,R8_B03,R8_D1
R8,DAILY,R8_D0_031,Gandhipuram Bus Stand,0,R8_B01,R8_D0
R8,DAILY,R8_D1_031,Mettupalayam Road,1,R8_B04,R8_D1
R8,DAILY,R8_D0_032,Gandhipuram Bus Stand,0,R8_B03,R8_D0
R8,DAILY,R8_D1_032,Mettupalayam Road,1,R8_B02,R8_D1
R8,DAILY,R8_D0_033,Gandhipuram Bus Stand,0,R8_B04,R8_D0
R8,DAILY,R8_D1_033,Mettupalayam Road,1,R8_B01,R8_D1
R8,DAILY,R8_D0_034,Gandhipuram Bus Stand,0,R8_B02,R8_D0
R8,DAILY,R8_D1_034,Mettupalayam Road,1,R8_B03,R8_D1
R8,DAILY,R8_D0_035,Gandhipuram Bus Stand,0,R8_B01,R8_D0
R8,DAILY,R8_D1_035,Mettupalayam Road,1,R8_B04,R8_D1
R8,DAILY,R8_D0_036,Gandhipuram Bus Stand,0,R8_B03,R8_D0
R8,DAILY,R8_D1_036,Mettupalayam Road,1,R8_B02,R8_D1
R8,DAILY,R8_D0_037,Gandhipuram Bus Stand,0,R8_B04,R8_D0
R8,DAILY,R8_D1_037,Mettupalayam Road,1,R8_B01,R8_D1
R8,DAILY,R8_D0_038,Gandhipuram Bus Stand,0,R8_B02,R8_D0
R8,DAILY,R8_D1_038,Mettupalayam Road,1,R8_B03,R8_D1
R8,DAILY,R8_D0_039,Gandhipuram Bus Stand,0,R8_B01,R8_D0
R8,DAILY,R8_D1_039,Mettupalayam Road,1,R8_B04,R8_D1
R8,DAILY,R8_D0_040,Gandhipuram Bus Stand,0,R8_B03,R8_D0
R8,DAILY,R8_D1_040,Mettupalayam Road,1,R8_B02,R8_D1
R8,DAILY,R8_D0_041,Gandhipuram Bus Stand,0,R8_B04,R8_D0
R8,DAILY,R8_D1_041,Mettupalayam Road,1,R8_B01,R8_D1
R8,DAILY,R8_D0_042,Gandhipuram Bus Stand,0,R8_B02,R8_D0
R8,DAILY,R8_D1_042,Mettupalayam Road,1,R8_B03,R8_D1
R8,DAILY,R8_D0_043,Gandhipuram Bus Stand,0,R8_B01,R8_D0
R8,DAILY,R8_D1_043,Mettupalayam Road,1,R8_B04,R8_D1
R8,DAILY,R8_D0_044,Gandhipuram Bus Stand,0,R8_B03,R8_D0
R8,DAILY,R8_D1_044,Mettupalayam Road,1,R8_B02,R8_D1
R8,DAILY,R8_D0_045,Gandhipuram Bus Stand,0,R8_B04,R8_D0
R8,DAILY,R8_D1_045,Mettupalayam Road,1,R8_B01,R8_D1
R8,DAILY,R8_D0_046,Gandhipuram Bus Stand,0,R8_B02,R8_D0
R8,DAILY,R8_D1_046,Mettupalayam Road,1,R8_B03,R8_D1
R8,DAILY,R8_D0_047,Gandhipuram Bus Stand,0,R8_B01,R8_D0
R8,DAILY,R8_D1_047,Mettupalayam Road,1,R8_B04,R8_D1
R8,DAILY,R8_D0_048,Gandhipuram Bus Stand,0,R8_B03,R8_D0
R8,DAILY,R8_D1_048,Mettupalayam Road,1,R8_B02,R8_D1
R8,DAILY,R8_D0_049,Gandhipuram Bus Stand,0,R8_B04,R8_D0
R8,DAILY,R8_D1_049,Mettupalayam Road,1,R8_B01,R8_D1
R8,DAILY,R8_D0_050,Gandhipuram Bus Stand,0,R8_B02,R8_D0
R8,DAILY,R8_D1_050,Mettupalayam Road,1,R8_B03,R8_D1
R8,DAILY,R8_D0_051,Gandhipuram Bus Stand,0,R8_B01,R8_D0
R8,DAILY,R8_D1_051,Mettupalayam Road,1,R8_B04,R8_D1
R8,DAILY,R8_D0_052,Gandhipuram Bus Stand,0,R8_B03,R8_D0
R8,DAILY,R8_D1_052,Mettupalayam Road,1,R8_B02,R8_D1
R8,DAILY,R8_D0_053,Gandhipuram Bus Stand,0,R8_B04,R8_D0
R8,DAILY,R8_D1_053,Mettupalayam Road,1,R8_B01,R8_D1
R8,DAILY,R8_D0_054,Gandhipuram Bus Stand,0,R8_B02,R8_D0
R8,DAILY,R8_D1_054,Mettupalayam Road,1,R8_B03,R8_D1
R8,DAILY,R8_D0_055,Gandhipuram Bus Stand,0,R8_B01,R8_D0
R8,DAILY,R8_D1_055,Mettupalayam Road,1,R8_B04,R8_D1
R8,DAILY,R8_D0_056,Gandhipuram Bus Stand,0,R8_B03,R8_D0
R8,DAILY,R8_D1_056,Mettupalayam Road,1,R8_B02,R8_D1
R8,DAILY,R8_D0_057,Gandhipuram Bus Stand,0,R8_B04,R8_D0
R8,DAILY,R8_D1_057,Mettupalayam Road,1,R8_B01,R8_D1
R8,DAILY,R8_D0_058,Gandhipuram Bus Stand,0,R8_B02,R8_D0
R8,DAILY,R8_D1_058,Mettupalayam Road,1,R8_B03,R8_D1
R8,DAILY,R8_D0_059,Gandhipuram Bus Stand,0,R8_B01,R8_D0
R8,DAILY,R8_D1_059,Mettupalayam Road,1,R8_B04,R8_D1
R8,DAILY,R8_D0_060,Gandhipuram Bus Stand,0,R8_B03,R8_D0
R8,DAILY,R8_D1_060,Mettupalayam Road,1,R8_B02,R8_D1
R9,DAILY,R9_D0_001,Peelamedu Airport,0,R9_B01,R9_D0
R9,DAILY,R9_D1_001,Koundampalayam,1,R9_B02,R9_D1
R9,DAILY,R9_D0_002,Peelamedu Airport,0,R9_B03,R9_D0
R9,DAILY,R9_D1_002,Koundampalayam,1,R9_B01,R9_D1
R9,DAILY,R9_D0_003,Peelamedu Airport,0,R9_B02,R9_D0
R9,DAILY,R9_D1_003,Koundampalayam,1,R9_B03,R9_D1
R9,DAILY,R9_D0_004,Peelamedu Airport,0,R9_B01,R9_D0
R9,DAILY,R9_D1_004,Koundampalayam,1,R9_B04,R9_D1
R9,DAILY,R9_D0_005,Peelamedu Airport,0,R9_B05,R9_D0
R9,DAILY,R9_D1_005,Koundampalayam,1,R9_B02,R9_D1
R9,DAILY,R9_D0_006,Peelamedu Airport,0,R9_B03,R9_D0
R9,DAILY,R9_D1_006,Koundampalayam,1,R9_B06,R9_D1
R9,DAILY,R9_D0_007,Peelamedu Airport,0,R9_B04,R9_D0
R9,DAILY,R9_D1_007,Koundampalayam,1,R9_B01,R9_D1
R9,DAILY,R9_D0_008,Peelamedu Airport,0,R9_B02,R9_D0
R9,DAILY,R9_D1_008,Koundampalayam,1,R9_B05,R9_D1
R9,DAILY,R9_D0_009,Peelamedu Airport,0,R9_B06,R9_D0
R9,DAILY,R9_D1_009,Koundampalayam,1,R9_B03,R9_D1
R9,DAILY,R9_D0_010,Peelamedu Airport,0,R9_B01,R9_D0
R9,DAILY,R9_D1_010,Koundampalayam,1,R9_B04,R9_D1
R9,DAILY,R9_D0_011,Peelamedu Airport,0,R9_B05,R9_D0
R9,DAILY,R9_D1_011,Koundampalayam,1,R9_B02,R9_D1
R9,DAILY,R9_D0_012,Peelamedu Airport,0,R9_B03,R9_D0
R9,DAILY,R9_D1_012,Koundampalayam,1,R9_B06,R9_D1
R9,DAILY,R9_D0_013,Peelamedu Airport,0,R9_B04,R9_D0
R9,DAILY,R9_D1_013,Koundampalayam,1,R9_B01,R9_D1
R9,DAILY,R9_D0_014,Peelamedu Airport,0,R9_B02,R9_D0
R9,DAILY,R9_D1_014,Koundampalayam,1,R9_B05,R9_D1
R9,DAILY,R9_D0_015,Peelamedu Airport,0,R9_B06,R9_D0
R9,DAILY,R9_D1_015,Koundampalayam,1,R9_B03,R9_D1
R9,DAILY,R9_D0_016,Peelamedu Airport,0,R9_B01,R9_D0
R9,DAILY,R9_D1_016,Koundampalayam,1,R9_B04,R9_D1
R9,DAILY,R9_D0_017,Peelamedu Airport,0,R9_B05,R9_D0
R9,DAILY,R9_D1_017,Koundampalayam,1,R9_B02,R9_D1
R9,DAILY,R9_D0_018,Peelamedu Airport,0,R9_B03,R9_D0
R9,DAILY,R9_D1_018,Koundampalayam,1,R9_B06,R9_D1
R9,DAILY,R9_D0_019,Peelamedu Airport,0,R9_B04,R9_D0
R9,DAILY,R9_D1_019,Koundampalayam,1,R9_B01,R9_D1
R9,DAILY,R9_D0_020,Peelamedu Airport,0,R9_B02,R9_D0
R9,DAILY,R9_D1_020,Koundampalayam,1,R9_B05,R9_D1
R9,DAILY,R9_D0_021,Peelamedu Airport,0,R9_B06,R9_D0
R9,DAILY,R9_D1_021,Koundampalayam,1,R9_B03,R9_D1
R9,DAILY,R9_D0_022,Peelamedu Airport,0,R9_B01,R9_D0
R9,DAILY,R9_D1_022,Koundampalayam,1,R9_B04,R9_D1
R9,DAILY,R9_D0_023,Peelamedu Airport,0,R9_B05,R9_D0
R9,DAILY,R9_D1_023,Koundampalayam,1,R9_B02,R9_D1
R9,DAILY,R9_D0_024,Peelamedu Airport,0,R9_B03,R9_D0
R9,DAILY,R9_D1_024,Koundampalayam,1,R9_B06,R9_D1
R9,DAILY,R9_D0_025,Peelamedu Airport,0,R9_B04,R9_D0
R9,DAILY,R9_D1_025,Koundampalayam,1,R9_B01,R9_D1
R9,DAILY,R9_D0_026,Peelamedu Airport,0,R9_B02,R9_D0
R9,DAILY,R9_D1_026,Koundampalayam,1,R9_B05,R9_D1
R9,DAILY,R9_D0_027,Peelamedu Airport,0,R9_B06,R9_D0
R9,DAILY,R9_D1_027,Koundampalayam,1,R9_B03,R9_D1
R9,DAILY,R9_D0_028,Peelamedu Airport,0,R9_B01,R9_D0
R9,DAILY,R9_D1_028,Koundampalayam,1,R9_B04,R9_D1
R9,DAILY,R9_D0_029,Peelamedu Airport,0,R9_B05,R9_D0
R9,DAILY,R9_D1_029,Koundampalayam,1,R9_B02,R9_D1
R9,DAILY,R9_D0_030,Peelamedu Airport,0,R9_B03,R9_D0
R9,DAILY,R9_D1_030,Koundampalayam,1,R9_B06,R9_D1
R9,DAILY,R9_D0_031,Peelamedu Airport,0,R9_B04,R9_D0
R9,DAILY,R9_D1_031,Koundampalayam,1,R9_B01,R9_D1
R9,DAILY,R9_D0_032,Peelamedu Airport,0,R9_B02,R9_D0
R9,DAILY,R9_D1_032,Koundampalayam,1,R9_B05,R9_D1
R9,DAILY,R9_D0_033,Peelamedu Airport,0,R9_B06,R9_D0
R9,DAILY,R9_D1_033,Koundampalayam,1,R9_B03,R9_D1
R9,DAILY,R9_D0_034,Peelamedu Airport,0,R9_B01,R9_D0
R9,DAILY,R9_D1_034,Koundampalayam,1,R9_B04,R9_D1
R10,DAILY,R10_D0_001,Perur,0,R10_B01,R10_D0
R10,DAILY,R10_D1_001,Ukkadam Bus Terminus,1,R10_B02,R10_D1
R10,DAILY,R10_D0_002,Perur,0,R10_B03,R10_D0
R10,DAILY,R10_D1_002,Ukkadam Bus Terminus,1,R10_B01,R10_D1
R10,DAILY,R10_D0_003,Perur,0,R10_B02,R10_D0
R10,DAILY,R10_D1_003,Ukkadam Bus Terminus,1,R10_B03,R10_D1
R10,DAILY,R10_D0_004,Perur,0,R10_B01,R10_D0
R10,DAILY,R10_D1_004,Ukkadam Bus Terminus,1,R10_B02,R10_D1
R10,DAILY,R10_D0_005,Perur,0,R10_B03,R10_D0
R10,DAILY,R10_D1_005,Ukkadam Bus Terminus,1,R10_B01,R10_D1
R10,DAILY,R10_D0_006,Perur,0,R10_B04,R10_D0
R10,DAILY,R10_D1_006,Ukkadam Bus Terminus,1,R10_B03,R10_D1
R10,DAILY,R10_D0_007,Perur,0,R10_B02,R10_D0
R10,DAILY,R10_D1_007,Ukkadam Bus Terminus,1,R10_B04,R10_D1
R10,DAILY,R10_D0_008,Perur,0,R10_B01,R10_D0
R10,DAILY,R10_D1_008,Ukkadam Bus Terminus,1,R10_B02,R10_D1
R10,DAILY,R10_D0_009,Perur,0,R10_B03,R10_D0
R10,DAILY,R10_D1_009,Ukkadam Bus Terminus,1,R10_B01,R10_D1
R10,DAILY,R10_D0_010,Perur,0,R10_B04,R10_D0
R10,DAILY,R10_D1_010,Ukkadam Bus Terminus,1,R10_B03,R10_D1
R10,DAILY,R10_D0_011,Perur,0,R10_B02,R10_D0
R10,DAILY,R10_D1_011,Ukkadam Bus Terminus,1,R10_B04,R10_D1
R10,DAILY,R10_D0_012,Perur,0,R10_B01,R10_D0
R10,DAILY,R10_D1_012,Ukkadam Bus Terminus,1,R10_B02,R10_D1
R10,DAILY,R10_D0_013,Perur,0,R10_B03,R10_D0
R10,DAILY,R10_D1_013,Ukkadam Bus Terminus,1,R10_B01,R10_D1
R10,DAILY,R10_D0_014,Perur,0,R10_B04,R10_D0
R10,DAILY,R10_D1_014,Ukkadam Bus Terminus,1,R10_B03,R10_D1
R10,DAILY,R10_D0_015,Perur,0,R10_B02,R10_D0
R10,DAILY,R10_D1_015,Ukkadam Bus Terminus,1,R10_B04,R10_D1
R10,DAILY,R10_D0_016,Perur,0,R10_B01,R10_D0
R10,DAILY,R10_D1_016,Ukkadam Bus Terminus,1,R10_B02,R10_D1
R10,DAILY,R10_D0_017,Perur,0,R10_B03,R10_D0
R10,DAILY,R10_D1_017,Ukkadam Bus Terminus,1,R10_B01,R10_D1
R10,DAILY,R10_D0_018,Perur,0,R10_B04,R10_D0
R10,DAILY,R10_D1_018,Ukkadam Bus Terminus,1,R10_B03,R10_D1
R10,DAILY,R10_D0_019,Perur,0,R10_B02,R10_D0
R10,DAILY,R10_D1_019,Ukkadam Bus Terminus,1,R10_B04,R10_D1
R10,DAILY,R10_D0_020,Perur,0,R10_B01,R10_D0
R10,DAILY,R10_D1_020,Ukkadam Bus Terminus,1,R10_B02,R10_D1
R10,DAILY,R10_D0_021,Perur,0,R10_B03,R10_D0
R10,DAILY,R10_D1_021,Ukkadam Bus Terminus,1,R10_B01,R10_D1
R10,DAILY,R10_D0_022,Perur,0,R10_B04,R10_D0
R10,DAILY,R10_D1_022,Ukkadam Bus Terminus,1,R10_B03,R10_D1
R10,DAILY,R10_D0_023,Perur,0,R10_B02,R10_D0
R10,DAILY,R10_D1_023,Ukkadam Bus Terminus,1,R10_B04,R10_D1
R10,DAILY,R10_D0_024,Perur,0,R10_B01,R10_D0
R10,DAILY,R10_D1_024,Ukkadam Bus Terminus,1,R10_B02,R10_D1
R10,DAILY,R10_D0_025,Perur,0,R10_B03,R10_D0
R10,DAILY,R10_D1_025,Ukkadam Bus Terminus,1,R10_B01,R10_D1
R10,DAILY,R10_D0_026,Perur,0,R10_B04,R10_D0
R10,DAILY,R10_D1_026,Ukkadam Bus Terminus,1,R10_B03,R10_D1
R10,DAILY,R10_D0_027,Perur,0,R10_B02,R10_D0
R10,DAILY,R10_D1_027,Ukkadam Bus Terminus,1,R10_B04,R10_D1
R10,DAILY,R10_D0_028,Perur,0,R10_B01,R10_D0
R10,DAILY,R10_D1_028,Ukkadam Bus Terminus,1,R10_B02,R10_D1
R10,DAILY,R10_D0_029,Perur,0,R10_B03,R10_D0
R10,DAILY,R10_D1_029,Ukkadam Bus Terminus,1,R10_B01,R10_D1
R10,DAILY,R10_D0_030,Perur,0,R10_B04,R10_D0
R10,DAILY,R10_D1_030,Ukkadam Bus Terminus,1,R10_B03,R10_D1
R10,DAILY,R10_D0_031,Perur,0,R10_B02,R10_D0
R10,DAILY,R10_D1_031,Ukkadam Bus Terminus,1,R10_B04,R10_D1
