trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled
R4_D1_047,19:36:14,19:36:44,CBE022,4,2838.1
R4_D1_047,19:38:00,19:38:30,CBE021,5,3305.5
R4_D1_047,19:40:00,19:40:00,CBE020,6,3855.0
R4_D0_049,19:39:00,19:39:00,CBE020,1,0.0
R4_D0_049,19:40:30,19:41:00,CBE021,2,549.4
R4_D0_049,19:42:16,19:42:46,CBE022,3,1016.9
R4_D0_049,19:44:41,19:45:11,CBE023,4,1720.9
R4_D0_049,19:48:00,19:48:30,CBE024,5,2756.1
R4_D0_049,19:51:30,19:51:30,CBE025,6,3855.0
R4_D1_048,19:39:30,19:39:30,CBE025,1,0.0
R4_D1_048,19:42:30,19:43:00,CBE024,2,1098.9
R4_D1_048,19:45:49,19:46:19,CBE023,3,2134.1
R4_D1_048,19:48:14,19:48:44,CBE022,4,2838.1
R4_D1_048,19:50:00,19:50:30,CBE021,5,3305.5
R4_D1_048,19:52:00,19:52:00,CBE020,6,3855.0
R4_D0_050,19:51:00,19:51:00,CBE020,1,0.0
R4_D0_050,19:52:30,19:53:00,CBE021,2,549.4
R4_D0_050,19:54:16,19:54:46,CBE022,3,1016.9
R4_D0_050,19:56:41,19:57:11,CBE023,4,1720.9
R4_D0_050,20:00:00,20:00:30,CBE024,5,2756.1
R4_D0_050,20:03:30,20:03:30,CBE025,6,3855.0
R4_D1_049,19:51:30,19:51:30,CBE025,1,0.0
R4_D1_049,19:54:30,19:55:00,CBE024,2,1098.9
R4_D1_049,19:57:49,19:58:19,CBE023,3,2134.1
R4_D1_049,20:00:14,20:00:44,CBE022,4,2838.1
R4_D1_049,20:02:00,20:02:30,CBE021,5,3305.5
R4_D1_049,20:04:00,20:04:00,CBE020,6,3855.0
R4_D0_051,20:03:00,20:03:00,CBE020,1,0.0
R4_D0_051,20:04:30,20:05:00,CBE021,2,549.4
R4_D0_051,20:06:16,20:06:46,CBE022,3,1016.9
R4_D0_051,20:08:41,20:09:11,CBE023,4,1720.9
R4_D0_051,20:12:00,20:12:30,CBE024,5,2756.1
R4_D0_051,20:15:30,20:15:30,CBE025,6,3855.0
R4_D1_050,20:03:30,20:03:30,CBE025,1,0.0
R4_D1_050,20:06:30,20:07:00,CBE024,2,1098.9
R4_D1_050,20:09:49,20:10:19,CBE023,3,2134.1
R4_D1_050,20:12:14,20:12:44,CBE022,4,2838.1
R4_D1_050,20:14:00,20:14:30,CBE021,5,3305.5
R4_D1_050,20:16:00,20:16:00,CBE020,6,3855.0
R4_D0_052,20:28:00,20:28:00,CBE020,1,0.0
R4_D0_052,20:29:30,20:30:00,CBE021,2,549.4
R4_D0_052,20:31:16,20:31:46,CBE022,3,1016.9
R4_D0_052,20:33:41,20:34:11,CBE023,4,1720.9
R4_D0_052,20:37:00,20:37:30,CBE024,5,2756.1
R4_D0_052,20:40:30,20:40:30,CBE025,6,3855.0
R4_D1_051,20:28:30,20:28:30,CBE025,1,0.0
R4_D1_051,20:31:30,20:32:00,CBE024,2,1098.9
R4_D1_051,20:34:49,20:35:19,CBE023,3,2134.1
R4_D1_051,20:37:14,20:37:44,CBE022,4,2838.1
R4_D1_051,20:39:00,20:39:30,CBE021,5,3305.5
R4_D1_051,20:41:00,20:41:00,CBE020,6,3855.0
R4_D0_053,20:53:00,20:53:00,CBE020,1,0.0
R4_D0_053,20:54:30,20:55:00,CBE021,2,549.4
R4_D0_053,20:56:16,20:56:46,CBE022,3,1016.9
R4_D0_053,20:58:41,20:59:11,CBE023,4,1720.9
R4_D0_053,21:02:00,21:02:30,CBE024,5,2756.1
R4_D0_053,21:05:30,21:05:30,CBE025,6,3855.0
R4_D1_052,20:53:30,20:53:30,CBE025,1,0.0
R4_D1_052,20:56:30,20:57:00,CBE024,2,1098.9
R4_D1_052,20:59:49,21:00:19,CBE023,3,2134.1
R4_D1_052,21:02:14,21:02:44,CBE022,4,2838.1
R4_D1_052,21:04:00,21:04:30,CBE021,5,3305.5
R4_D1_052,21:06:00,21:06:00,CBE020,6,3855.0
R4_D0_054,21:18:00,21:18:00,CBE020,1,0.0
R4_D0_054,21:19:30,21:20:00,CBE021,2,549.4
R4_D0_054,21:21:16,21:21:46,CBE022,3,1016.9
R4_D0_054,21:23:41,21:24:11,CBE023,4,1720.9
R4_D0_054,21:27:00,21:27:30,CBE024,5,2756.1
R4_D0_054,21:30:30,21:30:30,CBE025,6,3855.0
R4_D1_053,21:18:30,21:18:30,CBE025,1,0.0
R4_D1_053,21:21:30,21:22:00,CBE024,2,1098.9
R4_D1_053,21:24:49,21:25:19,CBE023,3,2134.1
R4_D1_053,21:27:14,21:27:44,CBE022,4,2838.1
R4_D1_053,21:29:00,21:29:30,CBE021,5,3305.5
R4_D1_053,21:31:00,21:31:00,CBE020,6,3855.0
R4_D0_055,21:43:00,21:43:00,CBE020,1,0.0
R4_D0_055,21:44:30,21:45:00,CBE021,2,549.4
R4_D0_055,21:46:16,21:46:46,CBE022,3,1016.9
R4_D0_055,21:48:41,21:49:11,CBE023,4,1720.9
R4_D0_055,21:52:00,21:52:30,CBE024,5,2756.1
R4_D0_055,21:55:30,21:55:30,CBE025,6,3855.0
R4_D1_054,21:43:30,21:43:30,CBE025,1,0.0
R4_D1_054,21:46:30,21:47:00,CBE024,2,1098.9
R4_D1_054,21:49:49,21:50:19,CBE023,3,2134.1
R4_D1_054,21:52:14,21:52:44,CBE022,4,2838.1
R4_D1_054,21:54:00,21:54:30,CBE021,5,3305.5
R4_D1_054,21:56:00,21:56:00,CBE020,6,3855.0
R4_D0_056,22:08:00,22:08:00,CBE020,1,0.0
R4_D0_056,22:09:30,22:10:00,CBE021,2,549.4
R4_D0_056,22:11:16,22:11:46,CBE022,3,1016.9
R4_D0_056,22:13:41,22:14:11,CBE023,4,1720.9
R4_D0_056,22:17:00,22:17:30,CBE024,5,2756.1
R4_D0_056,22:20:30,22:20:30,CBE025,6,3855.0
R4_D1_055,22:08:30,22:08:30,CBE025,1,0.0
R4_D1_055,22:11:30,22:12:00,CBE024,2,1098.9
R4_D1_055,22:14:49,22:15:19,CBE023,3,2134.1
R4_D1_055,22:17:14,22:17:44,CBE022,4,2838.1
R4_D1_055,22:19:00,22:19:30,CBE021,5,3305.5
R4_D1_055,22:21:00,22:21:00,CBE020,6,3855.0
R5_D0_001,05:30:00,05:30:00,CBE026,1,0.0
R5_D0_001,05:31:29,05:31:59,CBE027,2,569.3
R5_D0_001,05:33:25,05:33:55,CBE028,3,1118.8
R5_D0_001,05:35:33,05:36:03,CBE029,4,1742.1
R5_D0_001,05:38:05,05:38:35,CBE030,5,2521.2
R5_D0_001,05:40:37,05:40:37,CBE031,6,3300.3
R5_D1_001,05:45:00,05:45:00,CBE031,1,0.0
R5_D1_001,05:47:02,05:47:32,CBE030,2,779.1
R5_D1_001,05:49:34,05:50:04,CBE029,3,1558.2
R5_D1_001,05:51:42,05:52:12,CBE028,4,2181.5
R5_D1_001,05:53:38,05:54:08,CBE027,5,2730.9
R5_D1_001,05:55:37,05:55:37,CBE026,6,3300.3
R5_D0_002,06:00:00,06:00:00,CBE026,1,0.0
R5_D0_002,06:01:29,06:01:59,CBE027,2,569.3
R5_D0_002,06:03:25,06:03:55,CBE028,3,1118.8
R5_D0_002,06:05:33,06:06:03,CBE029,4,1742.1
R5_D0_002,06:08:05,06:08:35,CBE030,5,2521.2
R5_D0_002,06:10:37,06:10:37,CBE031,6,3300.3
R5_D1_002,06:15:00,06:15:00,CBE031,1,0.0
R5_D1_002,06:17:02,06:17:32,CBE030,2,779.1
R5_D1_002,06:19:34,06:20:04,CBE029,3,1558.2
R5_D1_002,06:21:42,06:22:12,CBE028,4,2181.5
R5_D1_002,06:23:38,06:24:08,CBE027,5,2730.9
R5_D1_002,06:25:37,06:25:37,CBE026,6,3300.3
R5_D0_003,06:30:00,06:30:00,CBE026,1,0.0
R5_D0_003,06:31:29,06:31:59,CBE027,2,569.3
R5_D0_003,06:33:25,06:33:55,CBE028,3,1118.8
R5_D0_003,06:35:33,06:36:03,CBE029,4,1742.1
R5_D0_003,06:38:05,06:38:35,CBE030,5,2521.2
R5_D0_003,06:40:37,06:40:37,CBE031,6,3300.3
R5_D1_003,06:45:00,06:45:00,CBE031,1,0.0
R5_D1_003,06:47:02,06:47:32,CBE030,2,779.1
R5_D1_003,06:49:34,06:50:04,CBE029,3,1558.2
R5_D1_003,06:51:42,06:52:12,CBE028,4,2181.5
R5_D1_003,06:53:38,06:54:08,CBE027,5,2730.9
R5_D1_003,06:55:37,06:55:37,CBE026,6,3300.3
R5_D0_004,07:00:00,07:00:00,CBE026,1,0.0
R5_D0_004,07:01:29,07:01:59,CBE027,2,569.3
R5_D0_004,07:03:25,07:03:55,CBE028,3,1118.8
R5_D0_004,07:05:33,07:06:03,CBE029,4,1742.1
R5_D0_004,07:08:05,07:08:35,CBE030,5,2521.2
R5_D0_004,07:10:37,07:10:37,CBE031,6,3300.3
R5_D0_005,07:15:00,07:15:00,CBE026,1,0.0
R5_D0_005,07:16:29,07:16:59,CBE027,2,569.3
R5_D0_005,07:18:25,07:18:55,CBE028,3,1118.8
R5_D0_005,07:20:33,07:21:03,CBE029,4,1742.1
R5_D0_005,07:23:05,07:23:35,CBE030,5,2521.2
R5_D0_005,07:25:37,07:25:37,CBE031,6,3300.3
R5_D1_004,07:15:00,07:15:00,CBE031,1,0.0
R5_D1_004,07:17:02,07:17:32,CBE030,2,779.1
R5_D1_004,07:19:34,07:20:04,CBE029,3,1558.2
R5_D1_004,07:21:42,07:22:12,CBE028,4,2181.5
R5_D1_004,07:23:38,07:24:08,CBE027,5,2730.9
R5_D1_004,07:25:37,07:25:37,CBE026,6,3300.3
R5_D0_006,07:30:00,07:30:00,CBE026,1,0.0
R5_D0_006,07:31:29,07:31:59,CBE027,2,569.3
R5_D0_006,07:33:25,07:33:55,CBE028,3,1118.8
R5_D0_006,07:35:33,07:36:03,CBE029,4,1742.1
R5_D0_006,07:38:05,07:38:35,CBE030,5,2521.2
R5_D0_006,07:40:37,07:40:37,CBE031,6,3300.3
R5_D1_005,07:30:00,07:30:00,CBE031,1,0.0
R5_D1_005,07:32:02,07:32:32,CBE030,2,779.1
R5_D1_005,07:34:34,07:35:04,CBE029,3,1558.2
R5_D1_005,07:36:42,07:37:12,CBE028,4,2181.5
R5_D1_005,07:38:38,07:39:08,CBE027,5,2730.9
R5_D1_005,07:40:37,07:40:37,CBE026,6,3300.3
R5_D0_007,07:45:00,07:45:00,CBE026,1,0.0
R5_D0_007,07:46:29,07:46:59,CBE027,2,569.3
R5_D0_007,07:48:25,07:48:55,CBE028,3,1118.8
R5_D0_007,07:50:33,07:51:03,CBE029,4,1742.1
R5_D0_007,07:53:05,07:53:35,CBE030,5,2521.2
R5_D0_007,07:55:37,07:55:37,CBE031,6,3300.3
R5_D1_006,07:45:00,07:45:00,CBE031,1,0.0
R5_D1_006,07:47:02,07:47:32,CBE030,2,779.1
R5_D1_006,07:49:34,07:50:04,CBE029,3,1558.2
R5_D1_006,07:51:42,07:52:12,CBE028,4,2181.5
R5_D1_006,07:53:38,07:54:08,CBE027,5,2730.9
R5_D1_006,07:55:37,07:55:37,CBE026,6,3300.3
R5_D0_008,08:00:00,08:00:00,CBE026,1,0.0
R5_D0_008,08:01:29,08:01:59,CBE027,2,569.3
R5_D0_008,08:03:25,08:03:55,CBE028,3,1118.8
R5_D0_008,08:05:33,08:06:03,CBE029,4,1742.1
R5_D0_008,08:08:05,08:08:35,CBE030,5,2521.2
R5_D0_008,08:10:37,08:10:37,CBE031,6,3300.3
R5_D1_007,08:00:00,08:00:00,CBE031,1,0.0
R5_D1_007,08:02:02,08:02:32,CBE030,2,779.1
R5_D1_007,08:04:34,08:05:04,CBE029,3,1558.2
R5_D1_007,08:06:42,08:07:12,CBE028,4,2181.5
R5_D1_007,08:08:38,08:09:08,CBE027,5,2730.9
R5_D1_007,08:10:37,08:10:37,CBE026,6,3300.3
R5_D0_009,08:15:00,08:15:00,CBE026,1,0.0
R5_D0_009,08:16:29,08:16:59,CBE027,2,569.3
R5_D0_009,08:18:25,08:18:55,CBE028,3,1118.8
R5_D0_009,08:20:33,08:21:03,CBE029,4,1742.1
R5_D0_009,08:23:05,08:23:35,CBE030,5,2521.2
R5_D0_009,08:25:37,08:25:37,CBE031,6,3300.3
R5_D1_008,08:15:00,08:15:00,CBE031,1,0.0
R5_D1_008,08:17:02,08:17:32,CBE030,2,779.1
R5_D1_008,08:19:34,08:20:04,CBE029,3,1558.2
R5_D1_008,08:21:42,08:22:12,CBE028,4,2181.5
R5_D1_008,08:23:38,08:24:08,CBE027,5,2730.9
R5_D1_008,08:25:37,08:25:37,CBE026,6,3300.3
R5_D0_010,08:30:00,08:30:00,CBE026,1,0.0
R5_D0_010,08:31:29,08:31:59,CBE027,2,569.3
R5_D0_010,08:33:25,08:33:55,CBE028,3,1118.8
R5_D0_010,08:35:33,08:36:03,CBE029,4,1742.1
R5_D0_010,08:38:05,08:38:35,CBE030,5,2521.2
R5_D0_010,08:40:37,08:40:37,CBE031,6,3300.3
R5_D1_009,08:30:00,08:30:00,CBE031,1,0.0
R5_D1_009,08:32:02,08:32:32,CBE030,2,779.1
R5_D1_009,08:34:34,08:35:04,CBE029,3,1558.2
R5_D1_009,08:36:42,08:37:12,CBE028,4,2181.5
R5_D1_009,08:38:38,08:39:08,CBE027,5,2730.9
R5_D1_009,08:40:37,08:40:37,CBE026,6,3300.3
R5_D0_011,08:45:00,08:45:00,CBE026,1,0.0
R5_D0_011,08:46:29,08:46:59,CBE027,2,569.3
R5_D0_011,08:48:25,08:48:55,CBE028,3,1118.8
R5_D0_011,08:50:33,08:51:03,CBE029,4,1742.1
R5_D0_011,08:53:05,08:53:35,CBE030,5,2521.2
R5_D0_011,08:55:37,08:55:37,CBE031,6,3300.3
R5_D1_010,08:45:00,08:45:00,CBE031,1,0.0
R5_D1_010,08:47:02,08:47:32,CBE030,2,779.1
R5_D1_010,08:49:34,08:50:04,CBE029,3,1558.2
R5_D1_010,08:51:42,08:52:12,CBE028,4,2181.5
R5_D1_010,08:53:38,08:54:08,CBE027,5,2730.9
R5_D1_010,08:55:37,08:55:37,CBE026,6,3300.3
R5_D0_012,09:00:00,09:00:00,CBE026,1,0.0
R5_D0_012,09:01:29,09:01:59,CBE027,2,569.3
R5_D0_012,09:03:25,09:03:55,CBE028,3,1118.8
R5_D0_012,09:05:33,09:06:03,CBE029,4,1742.1
R5_D0_012,09:08:05,09:08:35,CBE030,5,2521.2
R5_D0_012,09:10:37,09:10:37,CBE031,6,3300.3
R5_D1_011,09:00:00,09:00:00,CBE031,1,0.0
R5_D1_011,09:02:02,09:02:32,CBE030,2,779.1
R5_D1_011,09:04:34,09:05:04,CBE029,3,1558.2
R5_D1_011,09:06:42,09:07:12,CBE028,4,2181.5
R5_D1_011,09:08:38,09:09:08,CBE027,5,2730.9
R5_D1_011,09:10:37,09:10:37,CBE026,6,3300.3
R5_D0_013,09:15:00,09:15:00,CBE026,1,0.0
R5_D0_013,09:16:29,09:16:59,CBE027,2,569.3
R5_D0_013,09:18:25,09:18:55,CBE028,3,1118.8
R5_D0_013,09:20:33,09:21:03,CBE029,4,1742.1
R5_D0_013,09:23:05,09:23:35,CBE030,5,2521.2
R5_D0_013,09:25:37,09:25:37,CBE031,6,3300.3
R5_D1_012,09:15:00,09:15:00,CBE031,1,0.0
R5_D1_012,09:17:02,09:17:32,CBE030,2,779.1
R5_D1_012,09:19:34,09:20:04,CBE029,3,1558.2
R5_D1_012,09:21:42,09:22:12,CBE028,4,2181.5
R5_D1_012,09:23:38,09:24:08,CBE027,5,2730.9
R5_D1_012,09:25:37,09:25:37,CBE026,6,3300.3
R5_D0_014,09:30:00,09:30:00,CBE026,1,0.0
R5_D0_014,09:31:29,09:31:59,CBE027,2,569.3
R5_D0_014,09:33:25,09:33:55,CBE028,3,1118.8
R5_D0_014,09:35:33,09:36:03,CBE029,4,1742.1
R5_D0_014,09:38:05,09:38:35,CBE030,5,2521.2
R5_D0_014,09:40:37,09:40:37,CBE031,6,3300.3
R5_D1_013,09:30:00,09:30:00,CBE031,1,0.0
R5_D1_013,09:32:02,09:32:32,CBE030,2,779.1
R5_D1_013,09:34:34,09:35:04,CBE029,3,1558.2
R5_D1_013,09:36:42,09:37:12,CBE028,4,2181.5
R5_D1_013,09:38:38,09:39:08,CBE027,5,2730.9
R5_D1_013,09:40:37,09:40:37,CBE026,6,3300.3
R5_D0_015,09:45:00,09:45:00,CBE026,1,0.0
R5_D0_015,09:46:29,09:46:59,CBE027,2,569.3
R5_D0_015,09:48:25,09:48:55,CBE028,3,1118.8
R5_D0_015,09:50:33,09:51:03,CBE029,4,1742.1
R5_D0_015,09:53:05,09:53:35,CBE030,5,2521.2
R5_D0_015,09:55:37,09:55:37,CBE031,6,3300.3
R5_D1_014,09:45:00,09:45:00,CBE031,1,0.0
R5_D1_014,09:47:02,09:47:32,CBE030,2,779.1
R5_D1_014,09:49:34,09:50:04,CBE029,3,1558.2
R5_D1_014,09:51:42,09:52:12,CBE028,4,2181.5
R5_D1_014,09:53:38,09:54:08,CBE027,5,2730.9
R5_D1_014,09:55:37,09:55:37,CBE026,6,3300.3
R5_D0_016,10:00:00,10:00:00,CBE026,1,0.0
R5_D0_016,10:01:29,10:01:59,CBE027,2,569.3
R5_D0_016,10:03:25,10:03:55,CBE028,3,1118.8
R5_D0_016,10:05:33,10:06:03,CBE029,4,1742.1
R5_D0_016,10:08:05,10:08:35,CBE030,5,2521.2
R5_D0_016,10:10:37,10:10:37,CBE031,6,3300.3
R5_D1_015,10:00:00,10:00:00,CBE031,1,0.0
R5_D1_015,10:02:02,10:02:32,CBE030,2,779.1
R5_D1_015,10:04:34,10:05:04,CBE029,3,1558.2
R5_D1_015,10:06:42,10:07:12,CBE028,4,2181.5
R5_D1_015,10:08:38,10:09:08,CBE027,5,2730.9
R5_D1_015,10:10:37,10:10:37,CBE026,6,3300.3
R5_D0_017,10:30:00,10:30:00,CBE026,1,0.0
R5_D0_017,10:31:29,10:31:59,CBE027,2,569.3
R5_D0_017,10:33:25,10:33:55,CBE028,3,1118.8
R5_D0_017,10:35:33,10:36:03,CBE029,4,1742.1
R5_D0_017,10:38:05,10:38:35,CBE030,5,2521.2
R5_D0_017,10:40:37,10:40:37,CBE031,6,3300.3
R5_D1_016,10:30:00,10:30:00,CBE031,1,0.0
R5_D1_016,10:32:02,10:32:32,CBE030,2,779.1
R5_D1_016,10:34:34,10:35:04,CBE029,3,1558.2
R5_D1_016,10:36:42,10:37:12,CBE028,4,2181.5
R5_D1_016,10:38:38,10:39:08,CBE027,5,2730.9
R5_D1_016,10:40:37,10:40:37,CBE026,6,3300.3
R5_D0_018,11:00:00,11:00:00,CBE026,1,0.0
R5_D0_018,11:01:29,11:01:59,CBE027,2,569.3
R5_D0_018,11:03:25,11:03:55,CBE028,3,1118.8
R5_D0_018,11:05:33,11:06:03,CBE029,4,1742.1
R5_D0_018,11:08:05,11:08:35,CBE030,5,2521.2
R5_D0_018,11:10:37,11:10:37,CBE031,6,3300.3
R5_D1_017,11:00:00,11:00:00,CBE031,1,0.0
R5_D1_017,11:02:02,11:02:32,CBE030,2,779.1
R5_D1_017,11:04:34,11:05:04,CBE029,3,1558.2
R5_D1_017,11:06:42,11:07:12,CBE028,4,2181.5
R5_D1_017,11:08:38,11:09:08,CBE027,5,2730.9
R5_D1_017,11:10:37,11:10:37,CBE026,6,3300.3
R5_D0_019,11:30:00,11:30:00,CBE026,1,0.0
R5_D0_019,11:31:29,11:31:59,CBE027,2,569.3
R5_D0_019,11:33:25,11:33:55,CBE028,3,1118.8
R5_D0_019,11:35:33,11:36:03,CBE029,4,1742.1
R5_D0_019,11:38:05,11:38:35,CBE030,5,2521.2
R5_D0_019,11:40:37,11:40:37,CBE031,6,3300.3
R5_D1_018,11:30:00,11:30:00,CBE031,1,0.0
R5_D1_018,11:32:02,11:32:32,CBE030,2,779.1
R5_D1_018,11:34:34,11:35:04,CBE029,3,1558.2
R5_D1_018,11:36:42,11:37:12,CBE028,4,2181.5
R5_D1_018,11:38:38,11:39:08,CBE027,5,2730.9
R5_D1_018,11:40:37,11:40:37,CBE026,6,3300.3
R5_D0_020,12:00:00,12:00:00,CBE026,1,0.0
R5_D0_020,12:01:29,12:01:59,CBE027,2,569.3
R5_D0_020,12:03:25,12:03:55,CBE028,3,1118.8
R5_D0_020,12:05:33,12:06:03,CBE029,4,1742.1
R5_D0_020,12:08:05,12:08:35,CBE030,5,2521.2
R5_D0_020,12:10:37,12:10:37,CBE031,6,3300.3
R5_D1_019,12:00:00,12:00:00,CBE031,1,0.0
R5_D1_019,12:02:02,12:02:32,CBE030,2,779.1
R5_D1_019,12:04:34,12:05:04,CBE029,3,1558.2
R5_D1_019,12:06:42,12:07:12,CBE028,4,2181.5
R5_D1_019,12:08:38,12:09:08,CBE027,5,2730.9
R5_D1_019,12:10:37,12:10:37,CBE026,6,3300.3
R5_D0_021,12:30:00,12:30:00,CBE026,1,0.0
R5_D0_021,12:31:29,12:31:59,CBE027,2,569.3
R5_D0_021,12:33:25,12:33:55,CBE028,3,1118.8
R5_D0_021,12:35:33,12:36:03,CBE029,4,1742.1
R5_D0_021,12:38:05,12:38:35,CBE030,5,2521.2
R5_D0_021,12:40:37,12:40:37,CBE031,6,3300.3
R5_D1_020,12:30:00,12:30:00,CBE031,1,0.0
R5_D1_020,12:32:02,12:32:32,CBE030,2,779.1
R5_D1_020,12:34:34,12:35:04,CBE029,3,1558.2
R5_D1_020,12:36:42,12:37:12,CBE028,4,2181.5
R5_D1_020,12:38:38,12:39:08,CBE027,5,2730.9
R5_D1_020,12:40:37,12:40:37,CBE026,6,3300.3
R5_D0_022,13:00:00,13:00:00,CBE026,1,0.0
R5_D0_022,13:01:29,13:01:59,CBE027,2,569.3
R5_D0_022,13:03:25,13:03:55,CBE028,3,1118.8
R5_D0_022,13:05:33,13:06:03,CBE029,4,1742.1
R5_D0_022,13:08:05,13:08:35,CBE030,5,2521.2
R5_D0_022,13:10:37,13:10:37,CBE031,6,3300.3
R5_D1_021,13:00:00,13:00:00,CBE031,1,0.0
R5_D1_021,13:02:02,13:02:32,CBE030,2,779.1
R5_D1_021,13:04:34,13:05:04,CBE029,3,1558.2
R5_D1_021,13:06:42,13:07:12,CBE028,4,2181.5
R5_D1_021,13:08:38,13:09:08,CBE027,5,2730.9
R5_D1_021,13:10:37,13:10:37,CBE026,6,3300.3
R5_D0_023,13:30:00,13:30:00,CBE026,1,0.0
R5_D0_023,13:31:29,13:31:59,CBE027,2,569.3
R5_D0_023,13:33:25,13:33:55,CBE028,3,1118.8
R5_D0_023,13:35:33,13:36:03,CBE029,4,1742.1
R5_D0_023,13:38:05,13:38:35,CBE030,5,2521.2
R5_D0_023,13:40:37,13:40:37,CBE031,6,3300.3
R5_D1_022,13:30:00,13:30:00,CBE031,1,0.0
R5_D1_022,13:32:02,13:32:32,CBE030,2,779.1
R5_D1_022,13:34:34,13:35:04,CBE029,3,1558.2
R5_D1_022,13:36:42,13:37:12,CBE028,4,2181.5
R5_D1_022,13:38:38,13:39:08,CBE027,5,2730.9
R5_D1_022,13:40:37,13:40:37,CBE026,6,3300.3
R5_D0_024,14:00:00,14:00:00,CBE026,1,0.0
R5_D0_024,14:01:29,14:01:59,CBE027,2,569.3
R5_D0_024,14:03:25,14:03:55,CBE028,3,1118.8
R5_D0_024,14:05:33,14:06:03,CBE029,4,1742.1
R5_D0_024,14:08:05,14:08:35,CBE030,5,2521.2
R5_D0_024,14:10:37,14:10:37,CBE031,6,3300.3
R5_D1_023,14:00:00,14:00:00,CBE031,1,0.0
R5_D1_023,14:02:02,14:02:32,CBE030,2,779.1
R5_D1_023,14:04:34,14:05:04,CBE029,3,1558.2
R5_D1_023,14:06:42,14:07:12,CBE028,4,2181.5
R5_D1_023,14:08:38,14:09:08,CBE027,5,2730.9
R5_D1_023,14:10:37,14:10:37,CBE026,6,3300.3
R5_D0_025,14:30:00,14:30:00,CBE026,1,0.0
R5_D0_025,14:31:29,14:31:59,CBE027,2,569.3
R5_D0_025,14:33:25,14:33:55,CBE028,3,1118.8
R5_D0_025,14:35:33,14:36:03,CBE029,4,1742.1
R5_D0_025,14:38:05,14:38:35,CBE030,5,2521.2
R5_D0_025,14:40:37,14:40:37,CBE031,6,3300.3
R5_D1_024,14:30:00,14:30:00,CBE031,1,0.0
R5_D1_024,14:32:02,14:32:32,CBE030,2,779.1
R5_D1_024,14:34:34,14:35:04,CBE029,3,1558.2
R5_D1_024,14:36:42,14:37:12,CBE028,4,2181.5
R5_D1_024,14:38:38,14:39:08,CBE027,5,2730.9
R5_D1_024,14:40:37,14:40:37,CBE026,6,3300.3
R5_D0_026,15:00:00,15:00:00,CBE026,1,0.0
R5_D0_026,15:01:29,15:01:59,CBE027,2,569.3
R5_D0_026,15:03:25,15:03:55,CBE028,3,1118.8
R5_D0_026,15:05:33,15:06:03,CBE029,4,1742.1
R5_D0_026,15:08:05,15:08:35,CBE030,5,2521.2
R5_D0_026,15:10:37,15:10:37,CBE031,6,3300.3
R5_D1_025,15:00:00,15:00:00,CBE031,1,0.0
R5_D1_025,15:02:02,15:02:32,CBE030,2,779.1
R5_D1_025,15:04:34,15:05:04,CBE029,3,1558.2
R5_D1_025,15:06:42,15:07:12,CBE028,4,2181.5
R5_D1_025,15:08:38,15:09:08,CBE027,5,2730.9
R5_D1_025,15:10:37,15:10:37,CBE026,6,3300.3
R5_D0_027,15:30:00,15:30:00,CBE026,1,0.0
R5_D0_027,15:31:29,15:31:59,CBE027,2,569.3
R5_D0_027,15:33:25,15:33:55,CBE028,3,1118.8
R5_D0_027,15:35:33,15:36:03,CBE029,4,1742.1
R5_D0_027,15:38:05,15:38:35,CBE030,5,2521.2
R5_D0_027,15:40:37,15:40:37,CBE031,6,3300.3
R5_D1_026,15:30:00,15:30:00,CBE031,1,0.0
R5_D1_026,15:32:02,15:32:32,CBE030,2,779.1
R5_D1_026,15:34:34,15:35:04,CBE029,3,1558.2
R5_D1_026,15:36:42,15:37:12,CBE028,4,2181.5
R5_D1_026,15:38:38,15:39:08,CBE027,5,2730.9
R5_D1_026,15:40:37,15:40:37,CBE026,6,3300.3
R5_D0_028,16:00:00,16:00:00,CBE026,1,0.0
R5_D0_028,16:01:29,16:01:59,CBE027,2,569.3
R5_D0_028,16:03:25,16:03:55,CBE028,3,1118.8
R5_D0_028,16:05:33,16:06:03,CBE029,4,1742.1
R5_D0_028,16:08:05,16:08:35,CBE030,5,2521.2
R5_D0_028,16:10:37,16:10:37,CBE031,6,3300.3
R5_D1_027,16:00:00,16:00:00,CBE031,1,0.0
R5_D1_027,16:02:02,16:02:32,CBE030,2,779.1
R5_D1_027,16:04:34,16:05:04,CBE029,3,1558.2
R5_D1_027,16:06:42,16:07:12,CBE028,4,2181.5
R5_D1_027,16:08:38,16:09:08,CBE027,5,2730.9
R5_D1_027,16:10:37,16:10:37,CBE026,6,3300.3
R5_D0_029,16:30:00,16:30:00,CBE026,1,0.0
R5_D0_029,16:31:29,16:31:59,CBE027,2,569.3
R5_D0_029,16:33:25,16:33:55,CBE028,3,1118.8
R5_D0_029,16:35:33,16:36:03,CBE029,4,1742.1
R5_D0_029,16:38:05,16:38:35,CBE030,5,2521.2
R5_D0_029,16:40:37,16:40:37,CBE031,6,3300.3
R5_D1_028,16:30:00,16:30:00,CBE031,1,0.0
R5_D1_028,16:32:02,16:32:32,CBE030,2,779.1
R5_D1_028,16:34:34,16:35:04,CBE029,3,1558.2
R5_D1_028,16:36:42,16:37:12,CBE028,4,2181.5
R5_D1_028,16:38:38,16:39:08,CBE027,5,2730.9
